📺央视频道,#genre#
靖天戏剧,http://nmk.ioapk.com:5050/4gtv-4gtv058/index.m3u8?proxy=true$订阅源
经典电影,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40$订阅源
IPTV经典电影,http://43.138.0.72:35455/yy/1382754187$订阅源
IPTV经典电影,http://183.220.107.138:4022/rtp/239.10.0.122:5140$订阅源
天映经典,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40$订阅源
天映经典,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1165791$订阅源
天映经典,http://zb.hpc.tw/smtv.php?id=Celestial2$订阅源
星空卫视,https://cdn.iptv8k.top/dl/jrys.php?id=21&time=20240926215313&ip=111.229.253.40$订阅源
星空卫视,http://111.221.137.234:44330/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0$订阅源
星空卫视,http://111.221.137.155:44330/tsfile/live/0139_1.m3u8?key=txiptv$订阅源
龙祥电影,http://zb.hpc.tw/smtv.php?id=lungxiangtime_twn$订阅源
东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40$订阅源
东森洋片,http://zb.hpc.tw/smtv.php?id=ettvwestern$订阅源
东森洋片,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=5454$订阅源

🎥咪咕直播,#genre#

🏀体育频道,#genre#
天津体育,http://yp.qqqtv.top/1/api.php?id=%E5%A4%A9%E6%B4%A5%E4%BD%93%E8%82%B2&auth=666858$订阅源

🪁动画频道,#genre#
新动漫,http://dassby.qqff.top:99/live/新动漫/index.m3u8$订阅源
新动漫,rtsp://115.153.245.70/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.254.81/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.212.72/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.230.145/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.247.80/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.233.154/PLTV/88888888/224/3221226973/86129004.smil$订阅源
CN卡通,https://cdn.iptv8k.top/dl/jrys.php?id=364&time=20240926215313&ip=111.229.253.40$订阅源
金鹰卡通,http://124.228.160.14:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://125.42.148.189:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://112.99.193.34:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
蜡笔小新,http://www.douzhicloud.site:35455/bilibili/30837590$订阅源

🎮游戏频道,#genre#
游戏竞技,http://ygbh.site/php/bfgd.php?id=142$订阅源
游戏竞技,http://ygbh.site/php/bfgd.php?id=296$订阅源

🎵音乐频道,#genre#
音乐现场,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源
音乐之声,http://a.live.hnradio.com/yypd/radio120k_yypd.m3u8?auth_key=1588751172-0-0-d97b858279c1c86650172b9913ea4af2$订阅源
潮流音乐,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8$订阅源

🏛经典剧场,#genre#
笑傲江湖,http://www.douzhicloud.site:35455/huya/23865142$订阅源
笑傲江湖,http://www.douzhicloud.site:35455/huya/26355790$订阅源
天龙八部,http://www.douzhicloud.site:35455/huya/20985816$订阅源
天龙八部,http://www.douzhicloud.site:35455/yy/1351814644$订阅源
鹿鼎记,http://www.douzhicloud.site:35455/yy/28265277$订阅源
仙剑奇侠传,http://www.douzhicloud.site:35455/yy/1382749903$订阅源
三国演义,http://www.douzhicloud.site:35455/huya/11602081$订阅源
新白娘子传奇,http://www.douzhicloud.site:35455/yy/1354490667$订阅源
闯关东,http://129.150.54.232:10001/yy/1354689861$订阅源

🕘️更新时间,#genre#
2025-12-30 11:59:58,https://bxtv.3a.ink/mytv/mytvts3.333.php?id=cctv1$订阅源
